text,meta,spans,label,accept,_input_hash,_task_hash
Solita y sola... #mza #-JOHN DOE- #crossdressing URL,"{'tweet_id': '928650834061221888', 'mask_map': {'<TARGET 1>': 'Tony Mendoza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Tony Mendoza'}","[{'start': 23, 'end': 33, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1605609612,342921766
Sorry to you too -JOHN DOE- because the words “ might have” or “could have” do NOT belong in a sincere apology. #2017wow,"{'tweet_id': '925781524859031553', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 17, 'end': 27, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1263353979,-227171856
"As the evidence mounts, he refuses to drop out and his evangelical base will stand by him. Because ""the forces of evil"" are out to get him. Judge -JOHN DOE- = U.S. Senate. Anthony <OTHER TARGET 1> = prison. And the band plays on.","{'tweet_id': '929350816410099712', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Roy Moore'}","[{'start': 146, 'end': 156, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1904536667,-1987708764
Not likely. That's very old material and they weren't -JOHN DOE-'s series.,"{'tweet_id': '921562931686285312', 'mask_map': {'<TARGET 1>': 'Chris Savino'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Chris Savino'}","[{'start': 54, 'end': 64, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1944758115,1166067221
now i see the shit @cthagod was talking bout. RE: that @-JOHN DOE-_Mo post...cut that shit out...really?,"{'tweet_id': '916963373614383105', 'mask_map': {'<TARGET 1>': 'Nelly'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Nelly'}","[{'start': 56, 'end': 66, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-837931430,-161170427
"Right! He should be completely unremorseful, like -JOHN DOE-!","{'tweet_id': '929065199457447937', 'mask_map': {'<TARGET 1>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Moore'}","[{'start': 50, 'end': 60, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-43719232,1760511084
how come you cancelled Stacey’s show. But keeping the show with -JOHN DOE- who is accused of raping 4 women! Why?,"{'tweet_id': '926652909487644672', 'mask_map': {'<TARGET 1>': 'Danny Masterson'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 64, 'end': 74, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1664609352,1059880500
"Shame on @morningmika you screamed about Obama and Hillary for not condemning -JOHN DOE- and now you are covering for your pal, <OTHER TARGET 1>","{'tweet_id': '923964160806973440', 'mask_map': {'<TARGET 1>': 'Mark Halperin', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 78, 'end': 88, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1455645122,-484491095
Just own it. Trump is a -JOHN DOE-. An O’Reilly. This is NOT about politics this time.,"{'tweet_id': '926312628217171968', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 24, 'end': 34, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1762858520,1361898695
-JOHN DOE- has always been a jackass bully of women.,"{'tweet_id': '928589272206249984', 'mask_map': {'<TARGET 1>': 'Steven Seagal'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steven Seagal'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1527414112,-1302991913
"How much of excusing <OTHER TARGET 2> or -JOHN DOE- is simply borne from the uncomfortable truth that no one is excempt from being shitty, even artistic innovators? Nuance is important, but how often do people rely on nuance because they just can’t deal with letting go of their heroes?","{'tweet_id': '928769272951668741', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 41, 'end': 51, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1178672108,1068076694
Woah -JOHN DOE- is now attacking the experts. Grow up and look in the mirror. #MAFSNZ,"{'tweet_id': '929964842747813889', 'mask_map': {'<TARGET 1>': 'Jesse Lacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jesse Lacey'}","[{'start': 5, 'end': 15, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1075430625,-1021893573
may reporting at mag gagawa pa ng lyric video shocks -JOHN DOE- wtdf. 😭,"{'tweet_id': '922098687521648642', 'mask_map': {'<TARGET 1>': 'John Besh'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'John Besh'}","[{'start': 53, 'end': 63, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1453951041,-415287104
"-JOHN DOE- is the white Cosby, only more entitled. Cosby used drugs to assault women. Weinshit just assaulted because he thought he could","{'tweet_id': '916705976799113216', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-978914229,266256578
I disagree... -JOHN DOE- basically admitted he was a pedophile. <OTHER TARGET 2> as stated the accusations against him are false. -JOHN DOE- is such a well known perv he was mocked in a cartoon. “Help I escaped from K. -JOHN DOE-’s basement”,"{'tweet_id': '928969569263333377', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 14, 'end': 24, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1048517966,656355985
"“We are seeing a difference in basic, fundamental, moral, values.” #<OTHER TARGET 1> is literally in prison for sexting a child. Where's the @GOP outrage? #-JOHN DOE-ChildMolester URL","{'tweet_id': '928996025057947650', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'David Corn', '<TARGET 3>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Roy Moore'}","[{'start': 156, 'end': 166, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],1798343138,-294705547
It Comes at Night could only be less cheerful if -JOHN DOE- directed it.,"{'tweet_id': '921105748158906368', 'mask_map': {'<TARGET 1>': 'Lars Von Trier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lars Von Trier'}","[{'start': 49, 'end': 59, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],2566228,-204857055
Sad that -JOHN DOE- has been allowed to get away with it. Shame on those who knew,"{'tweet_id': '916340122420903936', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 9, 'end': 19, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],881684280,183155373
"Evan, respectfully, you just scolded Joe Walsh for not giving -JOHN DOE- his day in court, and now you're doing the same thing to <OTHER TARGET 2>? What gives? ""...but they're cool with <OTHER TARGET 2>"" What is <OTHER TARGET 2> guilty of?","{'tweet_id': '928864470226685953', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 62, 'end': 72, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1274727784,-1594187864
Oh god no -JOHN DOE- is a diddler,"{'tweet_id': '925003896476655616', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1521388880,-844989343
And I believe Berlanti is lying. A producer who worked with -JOHN DOE- reported him to HR. You're telling me that Berlanti wasn't told about that? I call bull sh*t.,"{'tweet_id': '929427184929841152', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 60, 'end': 70, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],569193899,-1382110923
"As if Gwenyth Paltrow never told @-JOHN DOE- about <OTHER TARGET 2>. B and G dated from 1997-2000, same time Ben was Harvey's buddy.","{'tweet_id': '918513874453721088', 'mask_map': {'<TARGET 1>': 'Ben Affleck', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 34, 'end': 44, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],991613295,1526103255
"There’s no obfuscation or shifting blame. -JOHN DOE-, @realDonaldTrump , <OTHER TARGET 1>, <OTHER TARGET 2> should take note.","{'tweet_id': '929065301299171328', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Roy Moore'}","[{'start': 42, 'end': 52, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],-2092172577,-1492494144
Everyone who worked 4 ABC knew about -JOHN DOE-=Another instance where women with best jobs turned their head about sexual harassement,"{'tweet_id': '924041686879219713', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 37, 'end': 47, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1813810905,-1878426659
"And, lest we forget: Donald Trump Bill O'Reilly Roger Ailes -JOHN DOE- This is why Twitter needs an edit button.","{'tweet_id': '928739073115779072', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 60, 'end': 70, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],580215183,-981886589
Ya boy -JOHN DOE- is in deep trouble. Just another Dem perv. I am sure you will report this tomorrow you hack. Uran One deal as well.,"{'tweet_id': '923405527895494656', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 7, 'end': 17, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],567634151,-855440432
-JOHN DOE- was accused of sexual assult #ItWasASurpriseToMe,"{'tweet_id': '929526975752036352', 'mask_map': {'<TARGET 1>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'George Takei'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1896791675,1782363424
"Ed Murray, Anthony <OTHER TARGET 3>, Jacob Schwartz, Robert Menendez, Philip Ahr (w/kids younger than 2!), Rick Nelson, Richard Keenan, Anthony Silva, Christopher Wright! Not to mention big Dem supporters like <OTHER TARGET 1>, -JOHN DOE-, et al. Mind ur own glass house, stone thrower!","{'tweet_id': '929096090388905984', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 228, 'end': 238, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1114277778,-2075170878
"-JOHN DOE-: When asked by Hannity if he dated teenagers when he was in his 30s, -JOHN DOE- said ""It would have been out of my customary behavior,"" and added that he didn't ""remember dating any girl without the permission of her mother.""","{'tweet_id': '929150251147120640', 'mask_map': {'<TARGET 1>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Moore'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],367916930,-191878731
"Guess it's time for another ""Remember when Twitter was about ""Cilantro is the the Hitler of herbs' tweets?"" tweet. #<OTHER TARGET 3>ChildMolester Ellen Page <OTHER TARGET 2> -JOHN DOE- Alabama GOP","{'tweet_id': '929071407719358464', 'mask_map': {'<TARGET 1>': 'Brett Ratner', '<TARGET 2>': 'Jann Wenner', '<TARGET 3>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 174, 'end': 184, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],999942005,1444746259
"So Obama paid women staffers less, Clinton raped a woman, Hollywood males sexually harass and rape women, -JOHN DOE-'s cobb was intrusive...","{'tweet_id': '926329785969672193', 'mask_map': {'<TARGET 1>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Corn'}","[{'start': 106, 'end': 116, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1951273871,-902274353
The left rightfully criticizes Trumpers for playing ‘whatabout’ now ur doing the same. Trump’s awful behaviour doesn’t excuse -JOHN DOE-’s.,"{'tweet_id': '916343719598678017', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 126, 'end': 136, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1217205221,-672142910
"Can't help but to notice this delightful line, ""It’s unclear if -JOHN DOE-’s alleged intent was overtly sexual or if it was aggressive horseplay that crossed a line."" Really? Really. That's what we're doing today?","{'tweet_id': '926637349567680512', 'mask_map': {'<TARGET 1>': 'Adam Venit'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Adam Venit'}","[{'start': 64, 'end': 74, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1082289062,-1472254950
Would have been a real plot twist if -JOHN DOE- ended up knocking Conor out cold. 😳,"{'tweet_id': '929181280176046080', 'mask_map': {'<TARGET 1>': 'Gary Goddard'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Gary Goddard'}","[{'start': 37, 'end': 47, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],133352109,1632630977
Common thread among @realDonaldTrump @-JOHN DOE- @billoreilly and <OTHER TARGET 2>? Disgusting pigs that no woman wants to sleep with.,"{'tweet_id': '922276985392414720', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 38, 'end': 48, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],761016509,-2064916453
"-JOHN DOE- is condemned by a FB post, yet Trump is still president after women came forward. Hmmm.","{'tweet_id': '928088008745803776', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],645460538,1128881934
"Though I do agree that there's a difference b/t a pedophile and a predator, and I also agree that -JOHN DOE-'s apology was not ill-advised.","{'tweet_id': '925333724862009344', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 98, 'end': 108, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1442674074,966027307
Team -JOHN DOE-! Dont let lying whores bring you down!,"{'tweet_id': '925817979153117184', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 5, 'end': 15, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],346203416,1101629939
-JOHN DOE- is a pig.,"{'tweet_id': '927132392074219520', 'mask_map': {'<TARGET 1>': 'Adam Venit'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Adam Venit'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],262900132,270426153
"Liberals didn’t say a word when <OTHER TARGET 2>, -JOHN DOE-, or any other liberal democrat has been caught abusing children, boys and raping women. Funny how these trashy aholes think.","{'tweet_id': '928831197635112960', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 50, 'end': 60, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1778500403,2089941001
"You didn't ask for evidence -JOHN DOE-,<OTHER TARGET 2> victims but doubt the one who accused <OTHER TARGET 3> is cos he’s ""good looking""??","{'tweet_id': '927987973618053121', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 28, 'end': 38, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2033971670,-650633025
"Adding: I'm really curious if <OTHER TARGET 1> et al. who've been exposed since -JOHN DOE- were also on the samizdat ""Shitty Media Men"" email…","{'tweet_id': '923522190527561728', 'mask_map': {'<TARGET 1>': 'Mark Halperin', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 80, 'end': 90, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1999730676,-392229316
"<OTHER TARGET 3>, <OTHER TARGET 2>, -JOHN DOE- and now this? #SexualHarrasmentIsTheNewBlack","{'tweet_id': '928873545563811840', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Jeffrey Tambor'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1401896925,1286481184
Wonder how many divorce lawyers are beating down Mary Henry's door. #-JOHN DOE- #50shadesofalimony,"{'tweet_id': '926464484889243649', 'mask_map': {'<TARGET 1>': 'Howie Rubin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Howie Rubin'}","[{'start': 69, 'end': 79, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1230618357,79892543
-JOHN DOE- has history of being a sexual predator. How has he not been in prison or even beaten thoroughly?,"{'tweet_id': '925415980569890816', 'mask_map': {'<TARGET 1>': 'Andy Dick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andy Dick'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1309946158,1157146205
Remember when <OTHER TARGET 1> and -JOHN DOE- almost started a modeling agency just to pick up women URL,"{'tweet_id': '925854409669652480', 'mask_map': {'<TARGET 1>': 'Brett Ratner', '<TARGET 2>': 'Russell Simmons'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Russell Simmons'}","[{'start': 35, 'end': 45, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],340972001,2056326078
"-JOHN DOE- is no different than Anthony <OTHER TARGET 1>. Both have many warts and faults, but crimes against children cannot be tolerated.","{'tweet_id': '929041423705526272', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Roy Moore'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-105807390,-336133184
Actually no. -JOHN DOE- was above Queller and Rovner that are all EP. But -JOHN DOE- clearly had more power since he was still EP in several of the shows mentioned,"{'tweet_id': '929210739503632384', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 13, 'end': 23, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1925126446,-1601560571
This whole thing got me distraught. Like I looooove Anthony Rapp and I have huge respect for -JOHN DOE- as an actor. Wow. No words.,"{'tweet_id': '924879030507143168', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 93, 'end': 103, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1885186711,638412971
"The culture that must exist in order for these predators to thrive - predators like <OTHER TARGET 1>, -JOHN DOE-, and <OTHER TARGET 3> - make it unimaginably difficult for victims to speak up.","{'tweet_id': '928985902420029440', 'mask_map': {'<TARGET 1>': 'Larry Nassar', '<TARGET 2>': 'Harvey Weinstein', '<TARGET 3>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 102, 'end': 112, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1411282681,-956226394
Jeez you gonna persecute -JOHN DOE- too?,"{'tweet_id': '929515845549744129', 'mask_map': {'<TARGET 1>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'George Takei'}","[{'start': 25, 'end': 35, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-2075748674,134465487
-JOHN DOE-'s history is well established. People also blame him for getting Phil Hartman's wife back on cocaine.,"{'tweet_id': '925751829807460352', 'mask_map': {'<TARGET 1>': 'Andy Dick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andy Dick'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],442625099,-1717545106
"There's the ""it was a long time ago"" and ""some of those bitches be lying."" -JOHN DOE-, and predatory men like him, just can't help themselves. URL","{'tweet_id': '924043262201139200', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 75, 'end': 85, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],430724049,1365281802
Charlottesville <OTHER TARGET 2> Paddock Pitino <OTHER TARGET 1> -JOHN DOE- McNair Manafort Bad year for white males keeps getting worse ...,"{'tweet_id': '925371832307453954', 'mask_map': {'<TARGET 1>': 'Mark Halperin', '<TARGET 2>': 'Harvey Weinstein', '<TARGET 3>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Kevin Spacey'}","[{'start': 65, 'end': 75, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],2043202232,1992616587
"At least -JOHN DOE- is grabbing his OWN junk, not someone else’s. In fact, I️ know someone who could learn from him COUGHCOUGH @realDonaldTrump COUGH","{'tweet_id': '929166232779153408', 'mask_map': {'<TARGET 1>': 'Louis Ck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 9, 'end': 19, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],606813375,-1799834601
-JOHN DOE- 2011: Calls Obama a dick live on air. -JOHN DOE- 2017: Accused of sexually harassing 5 women. Me: Who's the dick now?,"{'tweet_id': '923574976514584576', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2033451322,1657593763
My place || @-JOHN DOE-_Mo ft @officialjaheim,"{'tweet_id': '917315172410290176', 'mask_map': {'<TARGET 1>': 'Nelly'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Nelly'}","[{'start': 13, 'end': 23, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],973843759,-1896156726
i have worked with tons of sexual abused victims on the shelter ... you have no idea how hard is to come forward .. the shame and the sadness is so big you just want to forget about it i wanna congratulate the 19 that came forward to accuse -JOHN DOE-,"{'tweet_id': '929319058444603392', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 241, 'end': 251, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1152500961,2021517299
"I wish they would, but somehow I doubt the same legislators who refused to expel Leland Yee will do much of anything to -JOHN DOE- and <OTHER TARGET 1>. URL","{'tweet_id': '928745923643031552', 'mask_map': {'<TARGET 1>': 'Raul Bocanegra', '<TARGET 2>': 'Tony Mendoza'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Tony Mendoza'}","[{'start': 120, 'end': 130, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-945967608,-508501378
"Now Hope Solo is accusing a powerful man of sexual misconduct. Coincidentally, ""Hope Solo"" is -JOHN DOE-'s finishing move.","{'tweet_id': '929124626558529537', 'mask_map': {'<TARGET 1>': 'Louis Ck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 94, 'end': 104, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-773967017,-208524490
No wonder -JOHN DOE- was screaming abt Trump months ago. Everyone screaming is probably got something to hide,"{'tweet_id': '929178148767502337', 'mask_map': {'<TARGET 1>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'George Takei'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-455085407,-258283464
"Ok, i think you are trying to say this: -JOHN DOE- is fired and we are going to do everything in our power to assure women that this never happens again.","{'tweet_id': '929828438948622338', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 40, 'end': 50, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1284295453,345792388
"With that name, you can only become a sexual harasser. ""-JOHN DOE-""...I mean...come on...","{'tweet_id': '921236926220328961', 'mask_map': {'<TARGET 1>': 'Lockhart Steele'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lockhart Steele'}","[{'start': 56, 'end': 66, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1387319225,-2046083580
"That sound you hear is the collective groan of bald, schlubby, middle aged white men as they get another kick to the gut. #<OTHER TARGET 2> #-JOHN DOE- #BillOreilly #RogerAiles #DonaldTrump","{'tweet_id': '928733931934904320', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 141, 'end': 151, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1207055122,1087576327
"Now that a second woman has accused -JOHN DOE- of rape, are more of you going to rush to his defence and like his denial tweets just because you stanned his ugly face on a show 10 years ago?","{'tweet_id': '928560661193461760', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1635209865,-1624762127
